Timestamp,Latitude,Longitude,Altitude,Speed,Course,Hacc
28:09.0,45.4785,9.2269,118.869,0.622,171.439,4.798
28:10.0,45.4785,9.2269,119.25,0.722,159.224,4.799
28:11.0,45.4785,9.2269,119.138,0.146,0,4.79
28:12.0,45.4785,9.2269,119.442,0,180.995,4.738
28:13.0,45.4785,9.2269,119.357,0.838,172.772,4.74
28:14.0,45.4785,9.2269,118.881,0.975,168.138,4.739
28:15.0,45.4785,9.2269,119.451,0.796,170.708,4.736
28:16.0,45.4784,9.2269,119.833,0.914,168.476,4.739
28:17.0,45.4784,9.2269,119.429,0.672,167.808,4.739
28:18.0,45.4784,9.2269,119.464,0.685,169.222,4.737
28:19.0,45.4784,9.2269,119.461,0.436,172.994,4.736
28:20.0,45.4784,9.2269,119.547,0.658,170.456,4.738
28:21.0,45.4784,9.2269,119.472,0.699,169.941,4.739
28:22.0,45.4784,9.2269,119.191,0.663,164.288,4.737
28:23.0,45.4784,9.2269,119.237,0.944,165.477,4.74
28:24.0,45.4784,9.2269,118.956,0.934,166.018,4.739
28:25.0,45.4784,9.2269,119.19,0.639,168.412,4.737
28:26.0,45.4784,9.2269,119.366,0.587,174.483,4.736
28:27.0,45.4783,9.2269,119.396,0.536,175.194,4.738
28:28.0,45.4783,9.2269,119.197,0.743,168.309,4.737
28:29.0,45.4783,9.227,119.24,0.998,167.397,4.737
28:30.0,45.4783,9.2269,119.282,0.953,168.905,4.736
28:31.0,45.4783,9.2269,119.269,0.622,169.206,4.735
28:32.0,45.4783,9.2269,119.414,0.93,170.047,4.736
28:33.0,45.4783,9.227,119.415,0.829,171.41,4.736
28:34.0,45.4783,9.227,119.306,0.861,170.9,4.736
28:35.0,45.4783,9.227,119.53,0.964,169.864,4.734
28:36.0,45.4783,9.227,119.397,0.843,173.253,4.733
28:37.0,45.4783,9.227,119.173,0.836,175.934,4.731
28:38.0,45.4783,9.227,119.142,0.791,170.506,4.732
28:39.0,45.4783,9.227,119.274,0.947,170.723,4.734
28:40.0,45.4783,9.227,119.099,0.746,172.537,4.73
28:41.0,45.4782,9.227,119.185,0.792,173.771,4.732
28:42.0,45.4782,9.227,119.414,0.898,172.508,4.734
28:43.0,45.4782,9.227,119.313,0.872,173.799,4.733
28:44.0,45.4782,9.227,119.236,0.872,171.736,4.734
28:45.0,45.4782,9.227,119.497,0.95,173.673,4.734
28:46.0,45.4782,9.227,119.41,0.866,177.252,4.734
28:47.0,45.4782,9.227,119.074,0.697,170.212,4.736
28:48.0,45.4782,9.227,119.477,0.43,185.164,4.735
28:49.0,45.4782,9.227,119.294,0,188.409,4.736
28:50.0,45.4782,9.227,119.509,0,188.409,4.738
28:51.0,45.4782,9.227,119.66,0,188.409,4.737
28:52.0,45.4782,9.227,119.685,0,188.409,4.734
28:53.0,45.4782,9.227,119.662,0,188.409,4.734
28:54.0,45.4782,9.227,119.607,0,188.409,4.731
28:55.0,45.4782,9.227,119.612,0,188.409,4.734
28:56.0,45.4782,9.227,119.724,0,188.409,4.735
28:57.0,45.4782,9.227,120.065,0,188.409,4.737
28:58.0,45.4782,9.227,119.645,0,188.409,4.736
28:59.0,45.4782,9.227,119.375,0,188.409,4.738
29:00.0,45.4782,9.227,119.614,0,188.409,4.736
29:01.0,45.4782,9.227,119.496,0,188.409,4.741
29:02.0,45.4782,9.227,119.52,0,188.409,4.737
29:03.0,45.4782,9.227,119.56,0,188.409,4.74
29:04.0,45.4782,9.227,119.546,0,188.409,4.739
29:05.0,45.4782,9.227,119.614,0.562,188.288,4.739
29:06.0,45.4782,9.227,119.586,0.885,207.953,4.734
29:07.0,45.4782,9.2269,120.098,0.699,260.067,4.737
29:08.0,45.4782,9.2269,119.712,0.884,274.728,4.734
29:09.0,45.4782,9.2269,119.433,0.727,275.387,4.732
29:10.0,45.4782,9.2269,119.026,0.732,274.411,4.733
29:11.0,45.4782,9.2269,119.013,0.732,279.935,4.732
29:12.0,45.4782,9.2269,118.628,0.523,274.476,4.732
29:13.0,45.4782,9.2269,118.532,0.434,244.76,4.731
29:14.0,45.4782,9.2269,118.6,0.744,208.799,4.733
29:15.0,45.4781,9.2269,118.583,1.005,194.935,4.735
29:16.0,45.4781,9.2269,119.003,0.89,184.831,4.736
29:17.0,45.4781,9.2269,118.999,0.838,182.96,4.733
29:18.0,45.4781,9.2269,118.895,0.942,179.591,4.733
29:19.0,45.4781,9.2269,118.941,1.018,179.697,4.733
29:20.0,45.4781,9.2269,118.699,1.089,174.602,4.733
29:21.0,45.4781,9.2269,119.062,1.066,176.064,4.734
29:22.0,45.4781,9.2269,119.071,0.953,179.867,4.734
29:23.0,45.4781,9.2269,119.137,0.954,181.606,4.734
29:24.0,45.4781,9.2269,119.647,1.158,175.802,4.734
29:25.0,45.4781,9.2269,119.653,1.033,177.912,4.735
29:26.0,45.4781,9.2269,119.738,1.009,179.319,4.733
29:27.0,45.4781,9.2269,119.311,0.906,183.925,4.734
29:28.0,45.478,9.2269,119.127,0.983,182.841,4.733
29:29.0,45.478,9.2269,119.098,1.025,179.349,4.734
29:30.0,45.478,9.2269,118.945,0.852,182.438,4.731
29:31.0,45.478,9.2269,119.115,0.949,183.842,4.735
29:32.0,45.478,9.2269,118.991,0.938,185.926,4.735
29:33.0,45.478,9.2269,118.968,0.928,182.47,4.734
29:34.0,45.478,9.2269,118.987,0.977,177.622,4.733
29:35.0,45.478,9.2269,118.927,0.845,173.308,4.731
29:36.0,45.478,9.2269,119.057,0,157.542,4.736
29:37.0,45.478,9.2269,119.112,0,157.542,4.74
29:38.0,45.478,9.2269,117.779,0.473,79.559,4.737
29:39.0,45.478,9.2269,117.54,0.477,77.595,4.737
29:40.0,45.478,9.227,117.61,0.686,77.658,4.739
29:41.0,45.478,9.227,117.862,0.643,67.132,4.744
29:42.0,45.478,9.227,117.502,0.597,67.727,4.749
29:43.0,45.478,9.227,117.504,0.636,60.879,4.749
29:44.0,45.478,9.227,117.351,0.601,67.023,4.747
29:45.0,45.478,9.227,117.232,0.496,73.919,4.746
29:46.0,45.478,9.227,117.493,0.311,105.045,4.743
29:47.0,45.478,9.227,117.738,0.607,149.18,4.74
29:48.0,45.478,9.227,117.833,0.986,182.52,4.735
29:49.0,45.478,9.227,118.061,1.027,185.226,4.739
29:50.0,45.478,9.227,118.161,1.015,187.303,4.737
29:51.0,45.4779,9.227,118.367,1.012,186.151,4.738
29:52.0,45.4779,9.227,118.394,0.819,181.262,4.734
29:53.0,45.4779,9.227,118.537,0.959,185.228,4.735
29:54.0,45.4779,9.227,118.718,0.975,187.681,4.734
29:55.0,45.4779,9.227,118.839,0.884,192.073,4.727
29:56.0,45.4779,9.227,118.963,1.024,191.527,4.726
29:57.0,45.4779,9.227,118.923,0.911,193.518,4.732
29:58.0,45.4779,9.227,118.841,0.957,190.188,4.726
29:59.0,45.4779,9.227,118.792,1.006,190.439,4.731
30:00.0,45.4779,9.227,118.758,0.928,188.962,4.733
30:01.0,45.4778,9.2269,119.081,0.95,194.396,4.732
30:02.0,45.4778,9.2269,118.932,0.983,192.648,4.732
30:03.0,45.4778,9.2269,118.943,0.978,192.936,4.733
30:04.0,45.4778,9.2269,118.951,0.996,192.643,4.732
30:05.0,45.4778,9.2269,118.827,0.983,194.796,4.722
30:06.0,45.4778,9.2269,118.797,0.904,193.574,4.728
30:07.0,45.4778,9.2269,118.812,0.883,200.205,4.723
30:08.0,45.4778,9.2269,118.868,0.996,195.854,4.722
30:09.0,45.4778,9.2269,118.903,0.963,198.358,4.728
30:10.0,45.4778,9.2269,118.934,0.937,196.525,4.728
30:11.0,45.4778,9.2269,119.055,0.987,197.112,4.73
30:12.0,45.4778,9.2269,118.845,0.916,201.722,4.728
30:13.0,45.4777,9.2269,118.735,0.977,204.64,4.729
30:14.0,45.4777,9.2269,118.805,0.91,204.044,4.73
30:15.0,45.4777,9.2269,118.811,1.006,205.474,4.728
30:16.0,45.4777,9.2269,118.715,1.049,202.814,4.725
30:17.0,45.4777,9.2269,118.579,0.977,205.772,4.727
30:18.0,45.4777,9.2269,118.901,1.091,204.245,4.729
30:19.0,45.4777,9.2269,118.731,1.057,205.284,4.731
30:20.0,45.4777,9.2269,118.636,1.06,207.897,4.733
30:21.0,45.4777,9.2268,118.854,1.02,207.24,4.733
30:22.0,45.4777,9.2268,119.12,1.031,201.101,4.729
30:23.0,45.4776,9.2268,119.009,0.946,206.208,4.732
30:24.0,45.4776,9.2268,118.901,0.757,208.189,4.735
30:25.0,45.4776,9.2268,118.744,0.663,210.853,4.732
30:26.0,45.4776,9.2268,118.924,0.47,224.742,4.735
30:27.0,45.4776,9.2268,118.871,0.481,255.313,4.734
30:28.0,45.4776,9.2268,118.75,0.929,273.142,4.734
30:29.0,45.4776,9.2268,118.74,0.803,266.531,4.732
30:30.0,45.4776,9.2267,118.761,0.864,249.082,4.734
30:31.0,45.4776,9.2267,118.781,1.015,242.684,4.734
30:32.0,45.4776,9.2267,118.677,1.136,238.026,4.736
30:33.0,45.4776,9.2267,118.674,1.094,235.309,4.736
30:34.0,45.4776,9.2267,118.521,1.021,235.149,4.732
30:35.0,45.4776,9.2267,118.705,1.084,238.752,4.731
30:36.0,45.4776,9.2267,118.731,1.04,240.184,4.73
30:37.0,45.4776,9.2267,118.65,0.857,246.012,4.732
30:38.0,45.4776,9.2266,118.282,0.916,244.633,4.728
30:39.0,45.4776,9.2266,118.187,0.964,245.134,4.728
30:40.0,45.4776,9.2266,118.401,0.909,249.535,4.73
30:41.0,45.4776,9.2266,118.389,0.998,250.065,14.24
30:42.0,45.4776,9.2266,118.212,1.016,247.721,14.239
30:43.0,45.4776,9.2266,118.081,1.002,249.275,14.239
30:44.0,45.4776,9.2266,118.41,1.17,248.991,14.24
30:45.0,45.4776,9.2266,118.035,0.968,252.072,14.24
30:46.0,45.4776,9.2265,117.76,0.99,250.861,14.24
30:47.0,45.4776,9.2265,118.056,0.977,254.481,14.241
30:48.0,45.4776,9.2265,118.51,1.252,252.507,14.241
30:49.0,45.4776,9.2265,118.144,1.057,253.279,14.243
30:50.0,45.4776,9.2265,118.062,1.072,260.142,14.243
30:51.0,45.4776,9.2265,117.902,0.952,265.33,14.244
30:52.0,45.4776,9.2265,117.793,1.005,266.047,14.244
30:53.0,45.4775,9.2264,117.708,1.013,263.725,14.243
30:54.0,45.4776,9.2264,117.73,1.002,264.922,14.244
30:55.0,45.4776,9.2264,117.752,0.752,266.187,14.244
30:56.0,45.4775,9.2264,117.536,0.815,265.782,14.244
30:57.0,45.4775,9.2264,117.555,0.917,266.175,14.244
30:58.0,45.4775,9.2264,117.536,0.987,267.077,14.244
30:59.0,45.4775,9.2264,117.62,0.928,266.122,14.244
31:00.0,45.4775,9.2264,117.347,0.707,265.15,14.244
31:01.0,45.4775,9.2263,117.585,0.898,265.822,14.244
31:02.0,45.4775,9.2263,117.503,0.825,265.278,14.244
31:03.0,45.4775,9.2263,117.528,0.91,265.449,14.244
31:04.0,45.4775,9.2263,117.266,0.776,267.416,14.244
31:05.0,45.4775,9.2263,117.19,0.763,270.538,14.243
31:06.0,45.4776,9.2263,117.47,1.027,275.217,14.243
31:07.0,45.4776,9.2263,117.067,0.768,278.231,14.243
31:08.0,45.4776,9.2263,116.867,0.802,275.77,14.242
31:09.0,45.4776,9.2262,116.809,0.902,274.744,14.243
31:10.0,45.4776,9.2262,116.826,0.914,274.161,14.243
31:11.0,45.4776,9.2262,117.206,1.126,278.264,14.243
31:12.0,45.4776,9.2262,116.964,1.096,278.577,14.244
31:13.0,45.4776,9.2262,116.857,0.83,275.146,14.244
31:14.0,45.4776,9.2262,117.421,1.003,280.562,14.243
31:15.0,45.4776,9.2261,117.354,0.972,280.242,14.244
31:16.0,45.4776,9.2261,117.493,0.918,281.332,14.244
31:17.0,45.4776,9.2261,117.437,0.871,285.397,14.245
31:18.0,45.4776,9.2261,117.257,0.785,289.01,14.245
31:19.0,45.4776,9.2261,117.351,0.991,291.451,14.245
31:20.0,45.4776,9.2261,117.483,1.027,294.689,14.247
31:21.0,45.4776,9.2261,117.337,0.983,299.185,14.247
31:22.0,45.4776,9.2261,117.52,0.938,302.212,14.247
31:23.0,45.4776,9.226,117.827,0.98,299.649,14.248
31:24.0,45.4776,9.226,117.664,0.919,299.103,14.248
31:25.0,45.4776,9.226,117.715,0.914,301.89,14.248
31:26.0,45.4776,9.226,117.683,0.895,311.165,14.248
31:27.0,45.4776,9.226,117.618,0.791,317.892,14.249
31:28.0,45.4776,9.226,117.645,0.79,305.031,14.248
31:29.0,45.4776,9.226,117.297,0.881,300.122,14.247
31:30.0,45.4776,9.226,117.001,0.886,297.476,14.248
31:31.0,45.4776,9.2259,117.072,0.693,306.132,14.249
31:32.0,45.4776,9.2259,117.377,0.887,308.818,14.25
31:33.0,45.4776,9.2259,117.234,0.809,311.249,14.25
31:34.0,45.4776,9.2259,117.228,0.817,308.632,14.249
31:35.0,45.4776,9.2259,116.963,0.906,311.167,14.249
31:36.0,45.4776,9.2259,117.277,0.942,310.751,14.25
31:37.0,45.4776,9.2259,116.961,0.79,309.337,14.25
31:38.0,45.4776,9.2259,117.359,0.656,310.603,14.251
31:39.0,45.4777,9.2259,117.59,0.988,313.728,14.249
31:40.0,45.4777,9.2258,117.424,0.911,312.45,14.249
31:41.0,45.4777,9.2258,117.554,0.952,308.077,14.248
31:42.0,45.4777,9.2258,117.847,0.823,304.598,14.246
31:43.0,45.4777,9.2258,117.749,0.426,296.133,14.245
31:44.0,45.4777,9.2258,117.749,0,294.387,14.246
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
